service_date,route_or_line,gated_entries
2024-03-25,Green Line,41868.07667052
2024-03-25,Mattapan Line,3123.0719999999997
2024-03-25,Orange Line,72706.74
2024-03-25,Red Line,82952.35
2024-03-25,Silver Line,5977.4
2024-03-26,Blue Line,36474.2
2024-03-26,Green Line,46736.90667048
2024-03-26,Mattapan Line,3298.176
2024-03-26,Orange Line,82745.74
2024-03-26,Red Line,95832.02
2024-03-26,Silver Line,7072.8
2024-03-27,Blue Line,37222.5
2024-03-27,Green Line,49276.50667174
2024-03-27,Mattapan Line,3393.792
2024-03-27,Orange Line,84378.24
2024-03-27,Red Line,96393.62
2024-03-27,Silver Line,6728.8
2024-03-28,Blue Line,34881.3
2024-03-28,Green Line,51440.75333806
2024-03-28,Mattapan Line,3189.888
2024-03-28,Orange Line,83613.57
2024-03-28,Red Line,92532.71
2024-03-28,Silver Line,7200.0
2024-03-29,Blue Line,33368.0
2024-03-29,Green Line,50569.00000347
2024-03-29,Mattapan Line,2625.408
2024-03-29,Orange Line,70952.91
2024-03-29,Red Line,80967.29
2024-03-29,Silver Line,5393.3
2024-03-30,Blue Line,28135.3
2024-03-30,Green Line,51862.31333724
2024-03-30,Orange Line,46959.09
2024-03-30,Red Line,42567.23
2024-03-30,Silver Line,3129.4
2024-03-31,Blue Line,20675.2
2024-03-31,Green Line,29356.11666938
2024-03-31,Orange Line,31668.37
2024-03-31,Red Line,27486.48
2024-03-31,Silver Line,2546.5
2024-04-01,Blue Line,34938.3
2024-04-01,Green Line,43387.98333699
2024-04-01,Mattapan Line,3004.4159999999997
2024-04-01,Orange Line,78064.16
2024-04-01,Red Line,83883.59
2024-04-01,Silver Line,5592.8
2024-04-02,Blue Line,38065.6
2024-04-02,Green Line,50049.17000528
2024-04-02,Mattapan Line,3388.0319999999997
2024-04-02,Orange Line,88636.35
2024-04-02,Red Line,97040.18
2024-04-02,Silver Line,7036.7
2024-04-03,Blue Line,34644.2
2024-04-03,Green Line,49761.34667111
2024-04-03,Mattapan Line,3255.5519999999997
2024-04-03,Orange Line,86951.45
2024-04-03,Red Line,94744.77
2024-04-03,Silver Line,7691.4
2024-04-04,Blue Line,29054.3
2024-04-04,Green Line,42654.13333647
2024-04-04,Mattapan Line,2786.688
2024-04-04,Orange Line,74036.53
2024-04-04,Red Line,83483.27
2024-04-04,Silver Line,6746.6
2024-04-05,Blue Line,37653.9
2024-04-05,Green Line,52216.71000492
2024-04-05,Mattapan Line,3135.7439999999997
2024-04-05,Orange Line,80489.77
2024-04-05,Red Line,88806.72
2024-04-05,Silver Line,5574.9
2024-04-06,Blue Line,25722.2
2024-04-06,Green Line,44167.45333672
2024-04-06,Orange Line,42215.48
2024-04-06,Red Line,39273.8
2024-04-06,Silver Line,2939.4
2024-04-07,Blue Line,20884.6
2024-04-07,Green Line,33996.10666943
2024-04-07,Mattapan Line,5.76
2024-04-07,Orange Line,31890.45
2024-04-07,Red Line,29248.81
2024-04-07,Silver Line,2623.2
2024-04-08,Blue Line,35161.4
2024-04-08,Green Line,41611.76000336
2024-04-08,Mattapan Line,3041.2799999999997
2024-04-08,Orange Line,74208.76
2024-04-08,Red Line,80334.98
2024-04-08,Silver Line,5321.1
2024-04-09,Blue Line,36333.0
2024-04-09,Green Line,56542.64667182
2024-04-09,Mattapan Line,3480.192
2024-04-09,Orange Line,89452.99
2024-04-09,Red Line,97257.63
2024-04-09,Silver Line,6758.4
2024-04-10,Blue Line,34714.6
2024-04-10,Green Line,53259.60333763
2024-04-10,Mattapan Line,3291.2639999999997
2024-04-10,Orange Line,86752.31
2024-04-10,Red Line,96875.02
2024-04-10,Silver Line,6752.3
2024-04-11,Blue Line,35029.6
2024-04-11,Green Line,55119.01667128
2024-04-11,Mattapan Line,3405.312
2024-04-11,Orange Line,88156.2
2024-04-11,Red Line,98604.85
2024-04-11,Silver Line,7098.0
2024-04-12,Blue Line,34616.0
2024-04-12,Green Line,53786.60333653
2024-04-12,Mattapan Line,3007.872
2024-04-12,Orange Line,75737.3
2024-04-12,Red Line,82641.93
2024-04-12,Silver Line,5604.0
2024-04-13,Blue Line,30748.4
2024-04-13,Green Line,68283.15333687
2024-04-13,Mattapan Line,1752.1919999999998
2024-04-13,Orange Line,60629.95
2024-04-13,Red Line,64761.33
2024-04-13,Silver Line,4096.0
2024-04-14,Blue Line,24910.9
2024-04-14,Green Line,59032.55000411
2024-04-14,Mattapan Line,1185.408
2024-04-14,Orange Line,48467.61
2024-04-14,Red Line,51869.04
2024-04-14,Silver Line,3925.4
2024-04-15,Blue Line,37165.4
2024-04-15,Green Line,73217.40333734
2024-04-15,Mattapan Line,2406.528
2024-04-15,Orange Line,79524.64
2024-04-15,Red Line,81812.89
2024-04-15,Silver Line,5520.0
2024-04-16,Blue Line,40959.7
2024-04-16,Green Line,60918.77333799
2024-04-16,Mattapan Line,3248.64
2024-04-16,Orange Line,90523.99
2024-04-16,Red Line,101285.07
2024-04-16,Silver Line,7648.3
2024-04-17,Blue Line,6427.9
2024-04-17,Green Line,55073.03000446
2024-04-17,Mattapan Line,3254.4
2024-04-17,Orange Line,85805.99
2024-04-17,Red Line,96373.58
2024-04-17,Silver Line,7427.5
2024-04-18,Blue Line,5568.0
2024-04-18,Green Line,56625.73000472
2024-04-18,Mattapan Line,2952.576
2024-04-18,Orange Line,81765.8
2024-04-18,Red Line,93646.27
2024-04-18,Silver Line,7734.2
2024-04-19,Blue Line,5038.4
2024-04-19,Green Line,51727.19333732
2024-04-19,Mattapan Line,646.2719999999999
2024-04-19,Orange Line,73441.12
2024-04-19,Red Line,84885.52
2024-04-19,Silver Line,5764.1
2024-04-20,Blue Line,3986.4
2024-04-20,Green Line,40373.06
2024-04-20,Orange Line,42895.54
2024-04-20,Red Line,53802.6
2024-04-20,Silver Line,3661.4
2024-04-21,Blue Line,2630.3
2024-04-21,Green Line,36993.27667052
2024-04-21,Mattapan Line,959.616
2024-04-21,Orange Line,33902.3
2024-04-21,Red Line,43078.19
2024-04-21,Silver Line,3041.6
2024-04-22,Blue Line,16139.3
2024-04-22,Green Line,43386.4033371
2024-04-22,Mattapan Line,2030.9759999999999
2024-04-22,Orange Line,78840.62
2024-04-22,Red Line,83399.41
2024-04-22,Silver Line,5629.6
2024-04-23,Blue Line,17014.1
2024-04-23,Green Line,50497.60000554
2024-04-23,Mattapan Line,3447.9359999999997
2024-04-23,Orange Line,86287.17
2024-04-23,Red Line,95290.83
2024-04-23,Silver Line,6645.3
2024-04-24,Blue Line,19752.1
2024-04-24,Green Line,53758.80333968
2024-04-24,Mattapan Line,3427.2
2024-04-24,Orange Line,89885.7
2024-04-24,Red Line,97032.53
2024-04-24,Silver Line,6208.2
2024-04-25,Blue Line,26283.7
2024-04-25,Green Line,53178.58333904
2024-04-25,Mattapan Line,3474.432
2024-04-25,Orange Line,87779.72
2024-04-25,Red Line,99283.43
2024-04-25,Silver Line,6645.9
2024-04-26,Blue Line,26414.0
2024-04-26,Green Line,58385.49667197
2024-04-26,Mattapan Line,3265.92
2024-04-26,Orange Line,78952.4
2024-04-26,Red Line,88206.47
2024-04-26,Silver Line,5505.8
2024-04-27,Blue Line,20657.0
2024-04-27,Green Line,59710.73667112
2024-04-27,Mattapan Line,1838.5919999999999
2024-04-27,Orange Line,47866.64
2024-04-27,Red Line,64186.39
2024-04-27,Silver Line,3788.9
2024-04-28,Blue Line,15780.2
2024-04-28,Green Line,44941.08333713
2024-04-28,Mattapan Line,1231.4879999999998
2024-04-28,Orange Line,34373.97
2024-04-28,Red Line,47817.08
2024-04-28,Silver Line,3341.5
2024-04-29,Blue Line,25289.4
2024-04-29,Green Line,43720.19333756
2024-04-29,Mattapan Line,3226.752
2024-04-29,Orange Line,75827.84
2024-04-29,Red Line,84615.1
2024-04-29,Silver Line,5696.8
2024-04-30,Blue Line,26810.2
2024-04-30,Green Line,56092.24667267
2024-04-30,Mattapan Line,3436.4159999999997
2024-04-30,Orange Line,89164.51
2024-04-30,Red Line,96473.51
2024-04-30,Silver Line,6438.7
2024-05-01,Blue Line,35000.3
2024-05-01,Green Line,55482.25000481
2024-05-01,Mattapan Line,3474.432
2024-05-01,Orange Line,88874.59
2024-05-01,Red Line,96488.76
2024-05-01,Silver Line,6961.6
2024-05-02,Blue Line,37113.5
2024-05-02,Green Line,53817.19000576
2024-05-02,Mattapan Line,3053.9519999999998
2024-05-02,Orange Line,86892.06
2024-05-02,Red Line,68886.95
2024-05-02,Silver Line,3580.3
2024-05-03,Blue Line,36063.7
2024-05-03,Green Line,45572.92333798
2024-05-03,Mattapan Line,2503.296
2024-05-03,Orange Line,76204.46
2024-05-03,Red Line,56033.15
2024-05-03,Silver Line,2430.1
2024-05-04,Blue Line,29079.2
2024-05-04,Green Line,43740.38667063
2024-05-04,Mattapan Line,1194.624
2024-05-04,Orange Line,57276.23
2024-05-04,Red Line,38029.35
2024-05-04,Silver Line,1604.0
2024-05-05,Blue Line,20849.5
2024-05-05,Green Line,33014.70333706
2024-05-05,Mattapan Line,882.4319999999999
2024-05-05,Orange Line,35768.2
2024-05-05,Red Line,30889.93
2024-05-05,Silver Line,1271.0
2024-05-06,Blue Line,35414.2
2024-05-06,Green Line,42440.02333932
2024-05-06,Mattapan Line,2448.0
2024-05-06,Orange Line,77712.13
2024-05-06,Red Line,55174.98
2024-05-06,Silver Line,2196.0
2024-05-07,Blue Line,39131.1
2024-05-07,Green Line,48419.70667269
2024-05-07,Mattapan Line,2692.2239999999997
2024-05-07,Orange Line,91456.8
2024-05-07,Red Line,62056.56
2024-05-07,Silver Line,2575.0
2024-05-08,Blue Line,34662.3
2024-05-08,Green Line,45138.3400055
2024-05-08,Mattapan Line,2381.1839999999997
2024-05-08,Orange Line,83781.88
2024-05-08,Red Line,59403.48
2024-05-08,Silver Line,2802.0
2024-05-09,Blue Line,38827.1
2024-05-09,Green Line,49593.23000591
2024-05-09,Mattapan Line,2498.6879999999996
2024-05-09,Orange Line,91027.8
2024-05-09,Red Line,61634.37
2024-05-09,Silver Line,2608.0
2024-05-10,Blue Line,36943.1
2024-05-10,Green Line,51645.14667209
2024-05-10,Mattapan Line,2514.816
2024-05-10,Orange Line,79316.55
2024-05-10,Red Line,56558.97
2024-05-10,Silver Line,2117.4
2024-05-11,Blue Line,27208.8
2024-05-11,Green Line,48792.12333783
2024-05-11,Mattapan Line,1452.672
2024-05-11,Orange Line,53404.2
2024-05-11,Red Line,49890.51
2024-05-11,Silver Line,3046.2
2024-05-12,Blue Line,22101.3
2024-05-12,Green Line,37697.86666981
2024-05-12,Mattapan Line,980.352
2024-05-12,Orange Line,42248.41
2024-05-12,Red Line,32990.09
2024-05-12,Silver Line,2707.5
2024-05-13,Blue Line,35504.0
2024-05-13,Green Line,47924.77000451
2024-05-13,Mattapan Line,2946.816
2024-05-13,Orange Line,77037.0
2024-05-13,Red Line,82079.73
2024-05-13,Silver Line,5601.0
2024-05-14,Blue Line,40075.0
2024-05-14,Green Line,55180.61333897
2024-05-14,Mattapan Line,3309.696
2024-05-14,Orange Line,87921.05
2024-05-14,Red Line,95639.47
2024-05-14,Silver Line,6717.7
2024-05-15,Blue Line,38286.4
2024-05-15,Green Line,56066.50667233
2024-05-15,Mattapan Line,3247.488
2024-05-15,Orange Line,89698.83
2024-05-15,Red Line,95410.33
2024-05-15,Silver Line,6945.1
2024-05-16,Blue Line,37406.7
2024-05-16,Green Line,55567.56333913
2024-05-16,Mattapan Line,3212.928
2024-05-16,Orange Line,85074.9
2024-05-16,Red Line,93620.17
2024-05-16,Silver Line,7199.5
2024-05-17,Blue Line,38952.2
2024-05-17,Green Line,52176.6500051
2024-05-17,Mattapan Line,3025.152
2024-05-17,Orange Line,78662.53
2024-05-17,Red Line,86762.72
2024-05-17,Silver Line,5681.9
2024-05-18,Blue Line,30144.0
2024-05-18,Green Line,43139.62000369
2024-05-18,Mattapan Line,1304.0639999999999
2024-05-18,Orange Line,30544.3
2024-05-18,Red Line,40825.58
2024-05-18,Silver Line,3487.0
2024-05-19,Blue Line,23101.4
2024-05-19,Green Line,34349.5466707
2024-05-19,Mattapan Line,1046.0159999999998
2024-05-19,Orange Line,22596.48
2024-05-19,Red Line,31950.44
2024-05-19,Silver Line,3340.8
2024-05-20,Blue Line,36227.9
2024-05-20,Green Line,44353.01667124
2024-05-20,Mattapan Line,3010.176
2024-05-20,Orange Line,71421.13
2024-05-20,Red Line,81703.22
2024-05-20,Silver Line,5845.4
2024-05-21,Blue Line,40346.5
2024-05-21,Green Line,49245.61333811
2024-05-21,Mattapan Line,3453.696
2024-05-21,Orange Line,85212.4
2024-05-21,Red Line,96752.92
2024-05-21,Silver Line,6894.4
2024-05-22,Blue Line,40768.8
2024-05-22,Green Line,50224.73667199
2024-05-22,Mattapan Line,3340.7999999999997
2024-05-22,Orange Line,82819.16
2024-05-22,Red Line,98932.37
2024-05-22,Silver Line,7078.1
2024-05-23,Blue Line,38548.5
2024-05-23,Green Line,47841.08333774
2024-05-23,Mattapan Line,3191.04
2024-05-23,Orange Line,81323.53
2024-05-23,Red Line,98901.62
2024-05-23,Silver Line,6743.6
2024-05-24,Blue Line,36443.4
2024-05-24,Green Line,52180.17667094
2024-05-24,Mattapan Line,3153.024
2024-05-24,Orange Line,75945.96
2024-05-24,Red Line,95749.93
2024-05-24,Silver Line,5801.2
2024-05-25,Blue Line,30634.6
2024-05-25,Green Line,52202.55000432
2024-05-25,Mattapan Line,1793.6639999999998
2024-05-25,Orange Line,53665.49
2024-05-25,Red Line,63683.66
2024-05-25,Silver Line,3842.7
2024-05-26,Blue Line,25453.6
2024-05-26,Green Line,42479.79667034
2024-05-26,Mattapan Line,1236.096
2024-05-26,Orange Line,43326.76
2024-05-26,Red Line,65569.51
2024-05-26,Silver Line,3900.0
2024-05-27,Blue Line,23182.3
2024-05-27,Green Line,31010.34333615
2024-05-27,Mattapan Line,1271.808
2024-05-27,Orange Line,37361.33
2024-05-27,Red Line,40922.66
2024-05-27,Silver Line,3381.2
2024-05-28,Blue Line,38104.4
2024-05-28,Green Line,43661.0600037
2024-05-28,Mattapan Line,3396.096
2024-05-28,Orange Line,35067.86
2024-05-28,Red Line,90679.58
2024-05-28,Silver Line,6675.1
2024-05-29,Blue Line,39038.0
2024-05-29,Green Line,46956.42000537
2024-05-29,Mattapan Line,3658.752
2024-05-29,Orange Line,32681.21
2024-05-29,Red Line,94221.47
2024-05-29,Silver Line,6861.4
2024-05-30,Blue Line,35525.9
2024-05-30,Green Line,47273.4600037
2024-05-30,Mattapan Line,3337.3439999999996
2024-05-30,Orange Line,30505.86
2024-05-30,Red Line,90907.58
2024-05-30,Silver Line,7157.2
2024-05-31,Blue Line,38422.2
2024-05-31,Green Line,48698.54333822
2024-05-31,Mattapan Line,3543.5519999999997
2024-05-31,Orange Line,30647.86
2024-05-31,Red Line,85913.63
2024-05-31,Silver Line,5829.1
2024-06-01,Blue Line,31277.8
2024-06-01,Green Line,41167.260003229996
2024-06-01,Mattapan Line,2063.232
2024-06-01,Orange Line,20521.04
2024-06-01,Red Line,49867.4
2024-06-01,Silver Line,3686.0
2024-06-02,Blue Line,25519.0
2024-06-02,Green Line,33628.53666904
2024-06-02,Mattapan Line,1304.0639999999999
2024-06-02,Orange Line,15400.77
2024-06-02,Red Line,40490.26
2024-06-02,Silver Line,3418.1
2024-06-03,Blue Line,36692.7
2024-06-03,Green Line,40192.24333779
2024-06-03,Mattapan Line,3547.008
2024-06-03,Orange Line,31113.24
2024-06-03,Red Line,84230.25
2024-06-03,Silver Line,6217.4
2024-06-04,Blue Line,40170.6
2024-06-04,Green Line,49880.03000459
2024-06-04,Mattapan Line,3904.1279999999997
2024-06-04,Orange Line,32739.47
2024-06-04,Red Line,97341.0
2024-06-04,Silver Line,7253.4
2024-06-05,Blue Line,40265.5
2024-06-05,Green Line,54668.09667212
2024-06-05,Mattapan Line,3791.232
2024-06-05,Orange Line,32047.17
2024-06-05,Red Line,98338.9
2024-06-05,Silver Line,7294.0
2024-06-06,Blue Line,38579.5
2024-06-06,Green Line,48623.530004809996
2024-06-06,Mattapan Line,3618.432
2024-06-06,Orange Line,31652.09
2024-06-06,Red Line,95890.38
2024-06-06,Silver Line,7198.0
2024-06-07,Blue Line,38120.7
2024-06-07,Green Line,51049.75667178
2024-06-07,Mattapan Line,3381.12
2024-06-07,Orange Line,68536.48
2024-06-07,Red Line,85540.33
2024-06-07,Silver Line,5682.4
2024-06-08,Blue Line,33592.6
2024-06-08,Green Line,65703.25333835
2024-06-08,Mattapan Line,1707.264
2024-06-08,Orange Line,45780.95
2024-06-08,Red Line,52216.53
2024-06-08,Silver Line,4405.5
2024-06-09,Blue Line,23133.9
2024-06-09,Green Line,33156.25333592
2024-06-09,Mattapan Line,1011.4559999999999
2024-06-09,Orange Line,28297.41
2024-06-09,Red Line,30056.57
2024-06-09,Silver Line,2856.2
2024-06-10,Blue Line,37284.0
2024-06-10,Green Line,47321.70333754
2024-06-10,Mattapan Line,3156.48
2024-06-10,Orange Line,73699.81
2024-06-10,Red Line,85376.82
2024-06-10,Silver Line,6144.0
2024-06-11,Blue Line,40449.2
2024-06-11,Green Line,59627.22667266
2024-06-11,Mattapan Line,3659.904
2024-06-11,Orange Line,84558.74
2024-06-11,Red Line,98220.1
2024-06-11,Silver Line,7247.4
2024-06-12,Blue Line,41681.3
2024-06-12,Green Line,60122.76333888
2024-06-12,Mattapan Line,3730.176
2024-06-12,Orange Line,89326.51
2024-06-12,Red Line,100413.86
2024-06-12,Silver Line,7496.9
2024-06-13,Blue Line,42084.1
2024-06-13,Green Line,59497.46667199
2024-06-13,Mattapan Line,3550.464
2024-06-13,Orange Line,88436.28
2024-06-13,Red Line,97718.42
2024-06-13,Silver Line,7166.9
2024-06-14,Blue Line,38358.5
2024-06-14,Green Line,59217.50333807
2024-06-14,Mattapan Line,3138.048
2024-06-14,Orange Line,80269.2
2024-06-14,Red Line,85578.13
2024-06-14,Silver Line,6051.5
2024-06-15,Blue Line,32009.3
2024-06-15,Green Line,51298.17667026
2024-06-15,Mattapan Line,1563.264
2024-06-15,Orange Line,52859.43
2024-06-15,Red Line,44264.06
2024-06-15,Silver Line,3608.7
2024-06-16,Blue Line,26226.3
2024-06-16,Green Line,43180.80333724
2024-06-16,Mattapan Line,1079.424
2024-06-16,Orange Line,41181.93
2024-06-16,Red Line,32477.1
2024-06-16,Silver Line,3109.2
2024-06-17,Blue Line,39889.9
2024-06-17,Green Line,52055.63000525
2024-06-17,Mattapan Line,3078.144
2024-06-17,Orange Line,82524.58
2024-06-17,Red Line,88572.79
2024-06-17,Silver Line,6297.6
2024-06-18,Blue Line,39379.0
2024-06-18,Green Line,51786.12000511
2024-06-18,Mattapan Line,3370.752
2024-06-18,Orange Line,82575.54
2024-06-18,Red Line,96117.54
2024-06-18,Silver Line,7492.3
2024-06-19,Blue Line,32056.4
2024-06-19,Green Line,37795.53000322
2024-06-19,Mattapan Line,2022.9119999999998
2024-06-19,Orange Line,53215.07
2024-06-19,Red Line,57979.6
2024-06-19,Silver Line,4558.4
2024-06-20,Blue Line,36402.9
2024-06-20,Green Line,55796.58667093
2024-06-20,Mattapan Line,2909.9519999999998
2024-06-20,Orange Line,80885.9
2024-06-20,Red Line,92311.18
2024-06-20,Silver Line,7212.6
2024-06-21,Blue Line,42999.0
2024-06-21,Green Line,73131.13000429
2024-06-21,Mattapan Line,3561.984
2024-06-21,Orange Line,102401.06
2024-06-21,Red Line,107381.71
2024-06-21,Silver Line,6909.6
2024-06-22,Blue Line,25507.4
2024-06-22,Green Line,43546.66666969
2024-06-22,Mattapan Line,1574.7839999999999
2024-06-22,Orange Line,36695.33
2024-06-22,Red Line,51514.17
2024-06-22,Silver Line,3434.6
2024-06-23,Blue Line,22949.6
2024-06-23,Green Line,38151.05000262
2024-06-23,Mattapan Line,1085.184
2024-06-23,Orange Line,29906.670000000002
2024-06-23,Red Line,43780.58
2024-06-23,Silver Line,3084.1
2024-06-24,Blue Line,34631.1
2024-06-24,Green Line,49659.61000491
2024-06-24,Mattapan Line,2505.6
2024-06-24,Orange Line,50916.35
2024-06-24,Red Line,86252.24
2024-06-24,Silver Line,6204.2
2024-06-25,Blue Line,38158.5
2024-06-25,Green Line,55418.37667201
2024-06-25,Mattapan Line,3256.7039999999997
2024-06-25,Orange Line,55846.3
2024-06-25,Red Line,99143.79
2024-06-25,Silver Line,7539.2
2024-06-26,Blue Line,38829.0
2024-06-26,Green Line,54627.73333767
2024-06-26,Mattapan Line,2939.904
2024-06-26,Orange Line,53627.51
2024-06-26,Red Line,95256.49
2024-06-26,Silver Line,7395.1
2024-06-27,Blue Line,39534.6
2024-06-27,Green Line,50651.60000408
2024-06-27,Mattapan Line,3215.232
2024-06-27,Orange Line,54243.55
2024-06-27,Red Line,95279.75
2024-06-27,Silver Line,7286.5
2024-06-28,Blue Line,40268.9
2024-06-28,Green Line,52541.91333732
2024-06-28,Mattapan Line,3109.248
2024-06-28,Orange Line,46195.5
2024-06-28,Red Line,88762.72
2024-06-28,Silver Line,5856.3
2024-06-29,Blue Line,28775.0
2024-06-29,Green Line,46899.2333366
2024-06-29,Mattapan Line,1744.128
2024-06-29,Orange Line,33483.28
2024-06-29,Red Line,43948.92
2024-06-29,Silver Line,3576.9
2024-06-30,Blue Line,22585.6
2024-06-30,Green Line,36176.12666955
2024-06-30,Mattapan Line,1119.744
2024-06-30,Orange Line,24136.83
2024-06-30,Red Line,32255.31
2024-06-30,Silver Line,2965.3
2024-07-01,Blue Line,35379.3
2024-07-01,Green Line,46063.21667039
2024-07-01,Mattapan Line,2967.5519999999997
2024-07-01,Orange Line,73554.25
2024-07-01,Red Line,81929.2
2024-07-01,Silver Line,5804.2
2024-07-02,Blue Line,39261.1
2024-07-02,Green Line,50915.66667141
2024-07-02,Mattapan Line,2563.2
2024-07-02,Orange Line,78751.82
2024-07-02,Red Line,88564.58
2024-07-02,Silver Line,6476.0
2024-07-03,Blue Line,37093.6
2024-07-03,Green Line,47559.28000416
2024-07-03,Mattapan Line,2869.632
2024-07-03,Orange Line,74419.66
2024-07-03,Red Line,83284.26
2024-07-03,Silver Line,5865.2
2024-07-04,Blue Line,24705.2
2024-07-04,Green Line,33451.54000317
2024-07-04,Mattapan Line,1299.456
2024-07-04,Orange Line,39683.23
2024-07-04,Red Line,49972.03
2024-07-04,Silver Line,2676.5
2024-07-05,Blue Line,78.5
2024-07-05,Green Line,38575.04000296
2024-07-05,Mattapan Line,2380.0319999999997
2024-07-05,Orange Line,52776.46
2024-07-05,Red Line,62168.4
2024-07-05,Silver Line,4537.6
2024-07-06,Blue Line,79.5
2024-07-06,Green Line,34673.75333597
2024-07-06,Mattapan Line,1597.8239999999998
2024-07-06,Orange Line,41271.75
2024-07-06,Red Line,48629.83
2024-07-06,Silver Line,3241.0
2024-07-07,Blue Line,55.1
2024-07-07,Green Line,31309.93666944
2024-07-07,Mattapan Line,1198.08
2024-07-07,Orange Line,34315.01
2024-07-07,Red Line,40765.32
2024-07-07,Silver Line,3267.3
2024-07-08,Blue Line,181.2
2024-07-08,Green Line,41059.32333727
2024-07-08,Mattapan Line,3090.816
2024-07-08,Orange Line,66760.37
2024-07-08,Red Line,84395.34
2024-07-08,Silver Line,6213.6
2024-07-09,Blue Line,221.8
2024-07-09,Green Line,47726.73333739
2024-07-09,Mattapan Line,2343.168
2024-07-09,Orange Line,73328.2
2024-07-09,Red Line,48658.0
2024-07-09,Silver Line,4653.1
2024-07-10,Blue Line,154.4
2024-07-10,Green Line,50640.0133368
2024-07-10,Mattapan Line,2934.144
2024-07-10,Orange Line,75712.37
2024-07-10,Red Line,95009.45
2024-07-10,Silver Line,7349.1
2024-07-11,Blue Line,26.4
